transliterated,reference,distance,address
vəšaraōδat̰,⁺araōδat̰,3,"[{'id': 'Y9.11b', 'index': 2}]"
ārəštaiiōbarəza,ārštiiōbarəza,2,"[{'id': 'Y9.11b', 'index': 3}, {'id': 'Y9.11b', 'index': 4}]"
zairitəm,zairitəm,0,"[{'id': 'Y9.11b', 'index': 5}]"
yim,yim,0,"[{'id': 'Y9.11b', 'index': 6}, {'id': 'Y9.11c', 'index': 0}]"
upairi,upairi,0,"[{'id': 'Y9.11c', 'index': 1}, {'id': 'Y9.11c', 'index': 2}]"
kərəsāspō,kərəsāspō,0,"[{'id': 'Y9.11c', 'index': 3}]"
aiiaŋha,aiiaŋha,0,"[{'id': 'Y9.11c', 'index': 4}]"
paitīm,paitīm,0,"[{'id': 'Y9.11c', 'index': 5}, {'id': 'Y9.11c', 'index': 6}]"
pacata,pacata,0,"[{'id': 'Y9.11c', 'index': 7}]"
ā,ā,0,"[{'id': 'Y9.11c', 'index': 8}, {'id': 'Y9.11d', 'index': 0}]"
rapiϑβanəm,rapiϑβinəm,1,"[{'id': 'Y9.11d', 'index': 1}]"
zauruuānəm,uruuānəm,2,"[{'id': 'Y9.11d', 'index': 2}, {'id': 'Y9.11d', 'index': 3}]"
tafsat̰ca,tafsat̰ca,0,"[{'id': 'Y9.11d', 'index': 4}]"
hō,hō,0,"[{'id': 'Y9.11d', 'index': 5}]"
mairiiō,mairiiō,0,"[{'id': 'Y9.11d', 'index': 6}]"
xᵛīsat̰ca,xᵛīsat̰ca,0,"[{'id': 'Y9.11d', 'index': 7}]"
,ā,1,"[{'id': 'Y9.11d', 'index': 8}]"
frąšaiiaŋhō,zraiiaŋhō,3,"[{'id': 'Y9.11e', 'index': 0}]"
frasparat̰,frasparat̰,0,"[{'id': 'Y9.11e', 'index': 1}, {'id': 'Y9.11e', 'index': 2}]"
yaeš́iiaṇtīm,yaēš́iiaṇtīm,1,"[{'id': 'Y9.11e', 'index': 3}]"
āpəm,āpəm,0,"[{'id': 'Y9.11e', 'index': 4}]"
parā̊ŋhāt̰,parā̊ŋ́hāt̰,1,"[{'id': 'Y9.11e', 'index': 5}, {'id': 'Y9.11e', 'index': 6}]"
,ā,1,"[{'id': 'Y9.11e', 'index': 7}]"
prąštarštō,,1000,"[{'id': 'Y9.11f', 'index': 0}]"
apatacit̰,aparacit̰,1,"[{'id': 'Y9.11f', 'index': 1}]"
nairimanā̊,nairemanā̊,1,"[{'id': 'Y9.11f', 'index': 2}, {'id': 'Y9.11f', 'index': 3}]"
kərəsāspō,kərəsāspō,0,"[{'id': 'Y9.11f', 'index': 4}]"
kasiϑβąm,kasəϑβąm,1,"[{'id': 'Y9.11f', 'index': 5}, {'id': 'Y9.12a', 'index': 0}]"
tīiriiō,tūiriiō,1,"[{'id': 'Y9.12a', 'index': 1}, {'id': 'Y9.12a', 'index': 2}]"
haōma,haōma,0,"[{'id': 'Y9.12a', 'index': 3}]"
maš́iiō,maṣ̌iiō,1,"[{'id': 'Y9.12a', 'index': 4}]"
astuuaiϑiiāi,astuuaiϑiiāi,0,"[{'id': 'Y9.12a', 'index': 5}, {'id': 'Y9.12a', 'index': 6}]"
hunīta,hunūta,1,"[{'id': 'Y9.12a', 'index': 7}]"
gaēϑiiāi,gaēϑaiiāi,1,"[{'id': 'Y9.12a', 'index': 8}]"
kā,kā,0,"[{'id': 'Y9.12a', 'index': 9}]"
ahmāi,ahurāi,2,"[{'id': 'Y9.12a', 'index': 10}]"
aṣ̌əš,aṣ̌əm,1,"[{'id': 'Y9.12a', 'index': 11}]"
ərənāuue,ərənāuui,1,"[{'id': 'Y9.12a', 'index': 12}]"
cit̰,cit̰,0,"[{'id': 'Y9.12a', 'index': 13}]"
ahmāi,ahurāi,2,"[{'id': 'Y9.12a', 'index': 14}, {'id': 'Y9.12a', 'index': 15}]"
jasat̰,jasat̰,0,"[{'id': 'Y9.12a', 'index': 16}]"
āiiaptəm,āiiaptəm,0,"[{'id': 'Y9.12a', 'index': 17}]"
āat̰,āat̰,0,"[{'id': 'Y9.12a', 'index': 18}, {'id': 'Y9.13a', 'index': 0}]"
mē,mē,0,"[{'id': 'Y9.13a', 'index': 1}]"
aēm,aēm,0,"[{'id': 'Y9.13a', 'index': 2}]"
paitiiaōxta,paitiiaōxta,0,"[{'id': 'Y9.13a', 'index': 3}]"
haōmō,haōmō,0,"[{'id': 'Y9.13a', 'index': 4}]"
aṣ̌auua,aṣ̌auua,0,"[{'id': 'Y9.13a', 'index': 5}]"
dī,dī,0,"[{'id': 'Y9.13a', 'index': 6}]"
raōšō,aōšō,1,"[{'id': 'Y9.13a', 'index': 7}]"
,ā,1,"[{'id': 'Y9.13a', 'index': 8}]"
paōurušaspō,pourušaspō,2,"[{'id': 'Y9.13b', 'index': 0}]"
mąm,mąm,0,"[{'id': 'Y9.13b', 'index': 1}]"
tīiriiō,tūiriiō,1,"[{'id': 'Y9.13b', 'index': 2}, {'id': 'Y9.13b', 'index': 3}]"
maš́iiō,maṣ̌iiō,1,"[{'id': 'Y9.13b', 'index': 4}]"
astuuaiϑiiāi,astuuaiϑiiāi,0,"[{'id': 'Y9.13b', 'index': 5}]"
hunīta,hunūta,1,"[{'id': 'Y9.13b', 'index': 6}, {'id': 'Y9.13b', 'index': 7}]"
gaēϑiiāi,gaēϑaiiāi,1,"[{'id': 'Y9.13b', 'index': 8}]"
hā,hā,0,"[{'id': 'Y9.13b', 'index': 9}]"
ahmāi,ahurāi,2,"[{'id': 'Y9.13b', 'index': 10}]"
aṣ̌əš,aṣ̌əm,1,"[{'id': 'Y9.13b', 'index': 11}]"
ərənāuue,ərənāuui,1,"[{'id': 'Y9.13b', 'index': 12}]"
tat̰,tat̰,0,"[{'id': 'Y9.13b', 'index': 13}]"
ahmāi,ahurāi,2,"[{'id': 'Y9.13b', 'index': 14}]"
jasat̰,jasat̰,0,"[{'id': 'Y9.13b', 'index': 15}]"
āiiaptəm,āiiaptəm,0,"[{'id': 'Y9.13b', 'index': 16}, {'id': 'Y9.13b', 'index': 17}]"
yat̰,yat̰,0,"[{'id': 'Y9.13b', 'index': 18}, {'id': 'Y9.13c', 'index': 0}]"
hə̄,hə̄,0,"[{'id': 'Y9.13c', 'index': 1}]"
tə̄m,tə̄m,0,"[{'id': 'Y9.13c', 'index': 2}]"
uszaiiaŋha,uszaiiaŋha,0,"[{'id': 'Y9.13c', 'index': 3}]"
tīm,tūm,1,"[{'id': 'Y9.13c', 'index': 4}]"
ərəzuuō,ərəzuuō,0,"[{'id': 'Y9.13c', 'index': 5}]"
zaraϑuštra,zaraϑuštra,0,"[{'id': 'Y9.13c', 'index': 6}]"
nmānahe,nmānahe,0,"[{'id': 'Y9.13c', 'index': 7}]"
p,ā,1,"[{'id': 'Y9.13c', 'index': 8}]"
aōurušaspahe,pourušaspahe,2,"[{'id': 'Y9.13c', 'index': 9}]"
vīdaēuuō,vīdaēuuō,0,"[{'id': 'Y9.13c', 'index': 10}]"
ahurat̰kaēšō,ahurat̰kaēšō,0,"[{'id': 'Y9.13c', 'index': 11}, {'id': 'Y9.13c', 'index': 12}]"
srītō,srūtō,1,"[{'id': 'Y9.13c', 'index': 13}, {'id': 'Y9.14a', 'index': 0}]"
airiieni,airiiene,1,"[{'id': 'Y9.14a', 'index': 1}]"
vaējahe,vaējahi,1,"[{'id': 'Y9.14a', 'index': 2}]"
tīm,tūm,1,"[{'id': 'Y9.14a', 'index': 3}]"
paōiriiō,paōiriiō,0,"[{'id': 'Y9.14a', 'index': 4}]"
zaraϑuštra,zaraϑuštra,0,"[{'id': 'Y9.14a', 'index': 5}]"
ahunəmvairīm,,1000,"[{'id': 'Y9.14a', 'index': 6}]"
frasrāuuaiiō,frasrāuuaiiō,0,"[{'id': 'Y9.14a', 'index': 7}]"
və̄bərəϑβəṇtəm,vībərəϑβaṇtəm,3,"[{'id': 'Y9.14a', 'index': 8}, {'id': 'Y9.14a', 'index': 9}]"
āxtīirīm,āxtūirīm,1,"[{'id': 'Y9.14a', 'index': 10}]"
aparəm,aparəm,0,"[{'id': 'Y9.14a', 'index': 11}, {'id': 'Y9.14b', 'index': 0}]"
xraōždaiiehiiā,xraōždiiehiia,2,"[{'id': 'Y9.14b', 'index': 1}, {'id': 'Y9.14b', 'index': 2}]"
frasrīiti,frasrūiti,1,"[{'id': 'Y9.14b', 'index': 3}]"
tīm,tūm,1,"[{'id': 'Y9.14b', 'index': 4}, {'id': 'Y9.15a', 'index': 0}]"
zəmarəgīzō,zəmargūzō,2,"[{'id': 'Y9.15a', 'index': 1}, {'id': 'Y9.15a', 'index': 2}]"
ākərənuuō,ākərənauuō,1,"[{'id': 'Y9.15a', 'index': 3}]"
vīspe,vīspe,0,"[{'id': 'Y9.15a', 'index': 4}]"
daēuua,daēuua,0,"[{'id': 'Y9.15a', 'index': 5}]"
zaraϑuštra,zaraϑuštra,0,"[{'id': 'Y9.15a', 'index': 6}, {'id': 'Y9.15a', 'index': 7}]"
yōi,yōi,0,"[{'id': 'Y9.15a', 'index': 8}]"
para,para,0,"[{'id': 'Y9.15a', 'index': 9}]"
ahmāt̰,aṣ̌āt̰,2,"[{'id': 'Y9.15a', 'index': 10}]"
vīrōraōδa,vīrōraōδa,0,"[{'id': 'Y9.15a', 'index': 11}, {'id': 'Y9.15a', 'index': 12}]"
apataiiən,apataiiən,0,"[{'id': 'Y9.15a', 'index': 13}]"
paiti,paiti,0,"[{'id': 'Y9.15a', 'index': 14}]"
āiiazəmā,miiazdəm,3,"[{'id': 'Y9.15a', 'index': 15}]"
yō,yō,0,"[{'id': 'Y9.15a', 'index': 16}, {'id': 'Y9.15b', 'index': 0}]"
aōjištō,aōjištō,0,"[{'id': 'Y9.15b', 'index': 1}]"
yō,yō,0,"[{'id': 'Y9.15b', 'index': 2}]"
taṇcištō,taṇcištō,0,"[{'id': 'Y9.15b', 'index': 3}]"
yō,yō,0,"[{'id': 'Y9.15b', 'index': 4}]"
ϑβaxšištō,ϑβaxšištō,0,"[{'id': 'Y9.15b', 'index': 5}]"
yō,yō,0,"[{'id': 'Y9.15b', 'index': 6}]"
āsištō,āsištō,0,"[{'id': 'Y9.15b', 'index': 7}]"
yō,yō,0,"[{'id': 'Y9.15b', 'index': 8}, {'id': 'Y9.15b', 'index': 9}]"
as,as,0,"[{'id': 'Y9.15b', 'index': 10}]"
vərəϑrająstəmō,vərəϑrająstarō,2,"[{'id': 'Y9.15b', 'index': 11}]"
abauuat̰,abauuat̰,0,"[{'id': 'Y9.15b', 'index': 12}]"
mai,maš,1,"[{'id': 'Y9.15b', 'index': 13}]"
ńiiauuā̊,amauuā̊,3,"[{'id': 'Y9.15b', 'index': 14}]"
dāmąn,dāmąn,0,"[{'id': 'Y9.15b', 'index': 15}]"
āat̰,āat̰,0,"[{'id': 'Y9.15b', 'index': 16}, {'id': 'Y9.16a', 'index': 0}]"
aōxta,aōxta,0,"[{'id': 'Y9.16a', 'index': 1}]"
zaraϑuštrō,zaraϑuštrō,0,"[{'id': 'Y9.16a', 'index': 2}, {'id': 'Y9.16a', 'index': 3}]"
nəmō,nəmō,0,"[{'id': 'Y9.16a', 'index': 4}]"
haōmāi,haōmāi,0,"[{'id': 'Y9.16a', 'index': 5}]"
vaŋhuš,vaŋhuš,0,"[{'id': 'Y9.16a', 'index': 6}, {'id': 'Y9.16b', 'index': 0}]"
haōmō,haōmō,0,"[{'id': 'Y9.16b', 'index': 1}]"
huδātō,huδātō,0,"[{'id': 'Y9.16b', 'index': 2}]"
haōmō,haōmō,0,"[{'id': 'Y9.16b', 'index': 3}]"
arəšdātō,aršdātō,1,"[{'id': 'Y9.16b', 'index': 4}, {'id': 'Y9.16b', 'index': 5}]"
vaŋhə̄uš,vaŋhə̄uš,0,"[{'id': 'Y9.16b', 'index': 6}, {'id': 'Y9.16c', 'index': 0}]"
dātō,dātō,0,"[{'id': 'Y9.16c', 'index': 1}]"
baēšaziiō,baēšaziiō,0,"[{'id': 'Y9.16c', 'index': 2}]"
hukərəfš,hukərəfš,0,"[{'id': 'Y9.16c', 'index': 3}, {'id': 'Y9.16d', 'index': 0}]"
huuarəš,huuarəš,0,"[{'id': 'Y9.16d', 'index': 1}]"
vərəϑrajā̊,vərəϑrajā̊,0,"[{'id': 'Y9.16d', 'index': 2}, {'id': 'Y9.16e', 'index': 0}]"
zairigaōnō,zairigaōnō,0,"[{'id': 'Y9.16e', 'index': 1}, {'id': 'Y9.16e', 'index': 2}]"
nąmiiąsuš,nąmiiąsuš,0,"[{'id': 'Y9.16e', 'index': 3}]"
yaϑa,yaϑa,0,"[{'id': 'Y9.16e', 'index': 4}, {'id': 'Y9.16f', 'index': 0}]"
xᵛarəṇtī,xᵛarəṇte,1,"[{'id': 'Y9.16f', 'index': 1}, {'id': 'Y9.16f', 'index': 2}]"
vahištō,vahištō,0,"[{'id': 'Y9.16f', 'index': 3}]"
urunaēca,urunaēca,0,"[{'id': 'Y9.16f', 'index': 4}]"
pāϑmaēńiiōtəmō,pāϑmaińiiōtəmō,1,"[{'id': 'Y9.16f', 'index': 5}, {'id': 'Y9.16f', 'index': 6}]"
,ā,1,"[{'id': 'Y9.16f', 'index': 7}]"
nītī,jītīm,2,"[{'id': 'Y9.17a', 'index': 0}]"
zāiri,zāire,1,"[{'id': 'Y9.17a', 'index': 1}]"
maδəm,maδəm,0,"[{'id': 'Y9.17a', 'index': 2}]"
mruiiē,mruiiē,0,"[{'id': 'Y9.17a', 'index': 3}, {'id': 'Y9.17a', 'index': 4}]"
nī,nī,0,"[{'id': 'Y9.17a', 'index': 5}, {'id': 'Y9.17b', 'index': 0}]"
aməm,aməm,0,"[{'id': 'Y9.17b', 'index': 1}]"
nī,nī,0,"[{'id': 'Y9.17b', 'index': 2}]"
vərəϑraγnəm,vərəϑraγnəm,0,"[{'id': 'Y9.17b', 'index': 3}]"
nī,nī,0,"[{'id': 'Y9.17b', 'index': 4}, {'id': 'Y9.17c', 'index': 0}]"
dasuuarəm,dasuuarə,1,"[{'id': 'Y9.17c', 'index': 1}]"
nī,nī,0,"[{'id': 'Y9.17c', 'index': 2}]"
baēšazəm,baēšazəm,0,"[{'id': 'Y9.17c', 'index': 3}]"
nī,nī,0,"[{'id': 'Y9.17c', 'index': 4}, {'id': 'Y9.17d', 'index': 0}]"
fradaϑəm,fradaϑəm,0,"[{'id': 'Y9.17d', 'index': 1}]"
nī,nī,0,"[{'id': 'Y9.17d', 'index': 2}]"
varədaϑəm,varədaϑəm,0,"[{'id': 'Y9.17d', 'index': 3}]"
nī,nī,0,"[{'id': 'Y9.17d', 'index': 4}, {'id': 'Y9.17e', 'index': 0}]"
nī,nī,0,"[{'id': 'Y9.17e', 'index': 1}]"
nō,nō,0,"[{'id': 'Y9.17e', 'index': 2}]"
aōjō,aōjō,0,"[{'id': 'Y9.17e', 'index': 3}]"
vīspō,vīspō,0,"[{'id': 'Y9.17e', 'index': 4}]"
tanīm,tanūm,1,"[{'id': 'Y9.17e', 'index': 5}]"
nī,nī,0,"[{'id': 'Y9.17e', 'index': 6}]"
mastīm,mastīm,0,"[{'id': 'Y9.17e', 'index': 7}]"
vīspōpaēsaŋhəm,vīspōpaēsaŋhəm,0,"[{'id': 'Y9.17e', 'index': 8}, {'id': 'Y9.17e', 'index': 9}]"
nī,nī,0,"[{'id': 'Y9.17e', 'index': 10}, {'id': 'Y9.17f', 'index': 0}]"
tat̰,tat̰,0,"[{'id': 'Y9.17f', 'index': 1}]"
yaϑa,yaϑa,0,"[{'id': 'Y9.17f', 'index': 2}]"
gaēϑā̊huua,gaēϑāhuua,1,"[{'id': 'Y9.17f', 'index': 3}, {'id': 'Y9.17f', 'index': 4}]"
vasōxšaϑrō,vasōxšaϑrō,0,"[{'id': 'Y9.17f', 'index': 5}]"
fracarānē,fracarāne,1,"[{'id': 'Y9.17f', 'index': 6}]"
t̰baēšōtauruuā̊,t̰baēšōtauruuā̊,0,"[{'id': 'Y9.17f', 'index': 7}, {'id': 'Y9.17f', 'index': 8}, {'id': 'Y9.17f', 'index': 9}]"
drujəmvanō,drujimvanō,1,"[{'id': 'Y9.17f', 'index': 10}, {'id': 'Y9.17f', 'index': 11}]"
tī,tą,1,"[{'id': 'Y9.17f', 'index': 12}, {'id': 'Y9.18a', 'index': 0}]"
nī,nī,0,"[{'id': 'Y9.18a', 'index': 1}]"
tī,tą,1,"[{'id': 'Y9.18a', 'index': 2}]"
nī,nī,0,"[{'id': 'Y9.18a', 'index': 3}]"
tat̰,tat̰,0,"[{'id': 'Y9.18a', 'index': 4}]"
yaϑa,yaϑa,0,"[{'id': 'Y9.18a', 'index': 5}]"
tauruuaiieni,tauruuaiieni,0,"[{'id': 'Y9.18a', 'index': 6}]"
vīspanąm,vīspanąm,0,"[{'id': 'Y9.18a', 'index': 7}]"
t̰baēšuuatąm,t̰bišuuatąm,2,"[{'id': 'Y9.18a', 'index': 8}]"
t̰baēšā̊,t̰baēšā̊,0,"[{'id': 'Y9.18a', 'index': 9}]"
daēuuanąm,daēuuanąm,0,"[{'id': 'Y9.18a', 'index': 10}]"
maš́iiānąmca,maṣ̌iiānąmca,1,"[{'id': 'Y9.18a', 'index': 11}, {'id': 'Y9.18a', 'index': 12}]"
yāϑβąm,yāϑβąm,0,"[{'id': 'Y9.18a', 'index': 13}, {'id': 'Y9.18b', 'index': 0}]"
pairikanąmca,pairikanąmca,0,"[{'id': 'Y9.18b', 'index': 1}]"
sāϑrąm,sāϑrąm,0,"[{'id': 'Y9.18b', 'index': 2}]"
kōiiąm,kaōiiąm,1,"[{'id': 'Y9.18b', 'index': 3}]"
karapanąmca,karafnąmca,2,"[{'id': 'Y9.18b', 'index': 4}]"
mairiianąmca,mairiianąmca,0,"[{'id': 'Y9.18b', 'index': 5}, {'id': 'Y9.18c', 'index': 0}, {'id': 'Y9.18c', 'index': 1}]"
bəzaṇgaranąm,bizaṇgranąm,2,"[{'id': 'Y9.18c', 'index': 2}]"
aṣ̌əmōγanąmca,aṣ̌əmaōγanąmca,1,"[{'id': 'Y9.18c', 'index': 3}, {'id': 'Y9.18c', 'index': 4}]"
bəzaṇgaranąm,bizaṇgranąm,2,"[{'id': 'Y9.18c', 'index': 5}]"
vəhrkanąmca,vəhrkanąmca,0,"[{'id': 'Y9.18c', 'index': 6}, {'id': 'Y9.18c', 'index': 7}]"
ciϑβarəzaṇgaranąm,caϑβarəzaṇgranąm,2,"[{'id': 'Y9.18c', 'index': 8}]"
,ā,1,"[{'id': 'Y9.18c', 'index': 9}]"
hə̄niiā̊sca,haēnaiiā̊sca,3,"[{'id': 'Y9.18d', 'index': 0}, {'id': 'Y9.18d', 'index': 1}]"
pərəϑōainikaiiā̊,pərəϑuainikaiiā̊,1,"[{'id': 'Y9.18d', 'index': 2}]"
dauuąniϑiiā,dauuąiϑiiā̊,2,"[{'id': 'Y9.18d', 'index': 3}, {'id': 'Y9.18d', 'index': 4}]"
patąniϑiiā,patąiϑiiā̊,2,"[{'id': 'Y9.18d', 'index': 5}]"
əməm,iməm,1,"[{'id': 'Y9.18d', 'index': 6}, {'id': 'Y9.19a', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.19a', 'index': 1}]"
paōirīm,paōirīm,0,"[{'id': 'Y9.19a', 'index': 2}, {'id': 'Y9.19a', 'index': 3}]"
yānəm,yānəm,0,"[{'id': 'Y9.19a', 'index': 4}]"
haōma,haōma,0,"[{'id': 'Y9.19a', 'index': 5}]"
jaiδiiama,jaiδiiamnō,2,"[{'id': 'Y9.19a', 'index': 6}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.19a', 'index': 7}]"
vahištəm,vahištəm,0,"[{'id': 'Y9.19a', 'index': 8}]"
ahīm,hīm,1,"[{'id': 'Y9.19a', 'index': 9}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y9.19a', 'index': 10}, {'id': 'Y9.19a', 'index': 11}]"
raōcaŋhəm,raōcaŋhəm,0,"[{'id': 'Y9.19a', 'index': 12}]"
vīspōxᵛāϑrəm,vīspōxᵛāϑrəm,0,"[{'id': 'Y9.19a', 'index': 13}]"
iməm,iməm,0,"[{'id': 'Y9.19a', 'index': 14}, {'id': 'Y9.19b', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.19b', 'index': 1}]"
bitīm,bitīm,0,"[{'id': 'Y9.19b', 'index': 2}]"
yānəm,yānəm,0,"[{'id': 'Y9.19b', 'index': 3}]"
haōma,haōma,0,"[{'id': 'Y9.19b', 'index': 4}]"
jaiδiiemi,jaiδiiemi,0,"[{'id': 'Y9.19b', 'index': 5}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.19b', 'index': 6}]"
druuatātəm,druuatātəm,0,"[{'id': 'Y9.19b', 'index': 7}]"
aŋ́hā̊satanuuō,,1000,"[{'id': 'Y9.19b', 'index': 8}]"
iməm,iməm,0,"[{'id': 'Y9.19b', 'index': 9}, {'id': 'Y9.19c', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.19c', 'index': 1}]"
ϑrətīm,ϑritīm,1,"[{'id': 'Y9.19c', 'index': 2}, {'id': 'Y9.19c', 'index': 3}]"
yānəm,yānəm,0,"[{'id': 'Y9.19c', 'index': 4}]"
haōma,haōma,0,"[{'id': 'Y9.19c', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,"[{'id': 'Y9.19c', 'index': 6}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.19c', 'index': 7}]"
darəγōjītīm,darəγōjītīm,0,"[{'id': 'Y9.19c', 'index': 8}]"
uštānahe,uštānahe,0,"[{'id': 'Y9.19c', 'index': 9}, {'id': 'Y9.19c', 'index': 10}]"
iməm,iməm,0,"[{'id': 'Y9.19c', 'index': 11}, {'id': 'Y9.20a', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.20a', 'index': 1}]"
tīirīm,tūirīm,1,"[{'id': 'Y9.20a', 'index': 2}]"
yānəm,yānəm,0,"[{'id': 'Y9.20a', 'index': 3}, {'id': 'Y9.20a', 'index': 4}]"
haōma,haōma,0,"[{'id': 'Y9.20a', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,"[{'id': 'Y9.20a', 'index': 6}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.20a', 'index': 7}]"
yaϑa,yaϑa,0,"[{'id': 'Y9.20a', 'index': 8}]"
aēšō,aēšō,0,"[{'id': 'Y9.20a', 'index': 9}]"
amauuā̊,amauuā̊,0,"[{'id': 'Y9.20a', 'index': 10}]"
ϑrąfəδō,ϑrąfəδō,0,"[{'id': 'Y9.20a', 'index': 11}]"
fraxštāne,fraxštāne,0,"[{'id': 'Y9.20a', 'index': 12}, {'id': 'Y9.20a', 'index': 13}]"
zəmā̊,zəmā,1,"[{'id': 'Y9.20a', 'index': 14}]"
paiti,paiti,0,"[{'id': 'Y9.20a', 'index': 15}]"
t̰baēšōtauruuā̊,t̰baēšōtauruuā̊,0,"[{'id': 'Y9.20a', 'index': 16}, {'id': 'Y9.20a', 'index': 17}, {'id': 'Y9.20a', 'index': 18}]"
drujəmvanō,drujimvanō,1,"[{'id': 'Y9.20a', 'index': 19}, {'id': 'Y9.20a', 'index': 20}]"
iməm,iməm,0,"[{'id': 'Y9.20a', 'index': 21}, {'id': 'Y9.20b', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.20b', 'index': 1}]"
puxδəm,puxδəm,0,"[{'id': 'Y9.20b', 'index': 2}]"
yānəm,yānəm,0,"[{'id': 'Y9.20b', 'index': 3}]"
haōma,haōma,0,"[{'id': 'Y9.20b', 'index': 4}]"
jaiδiiemi,jaiδiiemi,0,"[{'id': 'Y9.20b', 'index': 5}, {'id': 'Y9.20b', 'index': 6}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.20b', 'index': 7}]"
yaϑa,yaϑa,0,"[{'id': 'Y9.20b', 'index': 8}]"
vərəϑrajā,vərəϑrajā,0,"[{'id': 'Y9.20b', 'index': 9}]"
vanat̰pəšanō,vanat̰pəṣ̌anō,1,"[{'id': 'Y9.20b', 'index': 10}, {'id': 'Y9.20b', 'index': 11}]"
fraxštānē,fraxštāne,1,"[{'id': 'Y9.20b', 'index': 12}, {'id': 'Y9.20b', 'index': 13}]"
zəmā̊,zəmā,1,"[{'id': 'Y9.20b', 'index': 14}]"
paiti,paiti,0,"[{'id': 'Y9.20b', 'index': 15}]"
t̰baēšā̊,t̰baēšā̊,0,"[{'id': 'Y9.20b', 'index': 16}]"
tauruuā̊,pauruuā̊,1,"[{'id': 'Y9.20b', 'index': 17}]"
drujəmvanō,drujimvanō,1,"[{'id': 'Y9.20b', 'index': 18}, {'id': 'Y9.20b', 'index': 19}]"
iməm,iməm,0,"[{'id': 'Y9.20b', 'index': 20}, {'id': 'Y9.21a', 'index': 0}]"
ϑβąm,ϑβąm,0,"[{'id': 'Y9.21a', 'index': 1}]"
xštīm,īštīm,1,"[{'id': 'Y9.21a', 'index': 2}]"
yānəm,yānəm,0,"[{'id': 'Y9.21a', 'index': 3}, {'id': 'Y9.21a', 'index': 4}]"
haōma,haōma,0,"[{'id': 'Y9.21a', 'index': 5}]"
jaiδiiemi,jaiδiiemi,0,"[{'id': 'Y9.21a', 'index': 6}]"
dīraōša,dūraōša,1,"[{'id': 'Y9.21a', 'index': 7}]"
pauruuatāiium,pauruuatāhuua,3,"[{'id': 'Y9.21a', 'index': 8}]"
pauruua,pauruua,0,"[{'id': 'Y9.21a', 'index': 9}]"
gaδəm,gaδəm,0,"[{'id': 'Y9.21a', 'index': 10}]"
pauruua,pauruua,0,"[{'id': 'Y9.21a', 'index': 11}, {'id': 'Y9.21a', 'index': 12}]"
vəhrkəm,vəhrkəm,0,"[{'id': 'Y9.21a', 'index': 13}]"
bīiδiiōimaiδi,būiδiiōimaiδe,2,"[{'id': 'Y9.21a', 'index': 14}]"
māciš,māciš,0,"[{'id': 'Y9.21a', 'index': 15}, {'id': 'Y9.21b', 'index': 0}, {'id': 'Y9.21b', 'index': 1}]"
paōuruuō,pauruuō,1,"[{'id': 'Y9.21b', 'index': 2}]"
baēδiiaēta,būiδiiaēta,2,"[{'id': 'Y9.21b', 'index': 3}]"
nō,nō,0,"[{'id': 'Y9.21b', 'index': 4}]"
vīspə̄,vīspə̄,0,"[{'id': 'Y9.21b', 'index': 5}, {'id': 'Y9.21b', 'index': 6}]"
paōuruua,pauruua,1,"[{'id': 'Y9.21b', 'index': 7}]"
baēiδiiōimaiδi,būiδiiōimaiδe,3,"[{'id': 'Y9.21b', 'index': 8}]"
haōma,haōma,0,"[{'id': 'Y9.21b', 'index': 9}, {'id': 'Y9.22a', 'index': 0}]"
aēibiš,aēibiš,0,"[{'id': 'Y9.22a', 'index': 1}]"
yōi,yōi,0,"[{'id': 'Y9.22a', 'index': 2}]"
uruuaṇtō,auruuaṇtō,1,"[{'id': 'Y9.22a', 'index': 3}]"
hita,hita,0,"[{'id': 'Y9.22a', 'index': 4}, {'id': 'Y9.22a', 'index': 5}]"
taxšəṇte,taxšəṇti,1,"[{'id': 'Y9.22a', 'index': 6}]"
arənāum,arənāum,0,"[{'id': 'Y9.22a', 'index': 7}]"
zāuuarə,zāuuarə,0,"[{'id': 'Y9.22a', 'index': 8}]"
aōjāsca,aōjā̊sca,1,"[{'id': 'Y9.22a', 'index': 9}]"
baxšaiti,baxšaiti,0,"[{'id': 'Y9.22a', 'index': 10}]"
haōmō,haōmō,0,"[{'id': 'Y9.22a', 'index': 11}, {'id': 'Y9.22b', 'index': 0}]"
āzī,āzī,0,"[{'id': 'Y9.22b', 'index': 1}]"
zanāitibišdaδāiti,,1000,"[{'id': 'Y9.22b', 'index': 2}]"
